#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
3300006071_1257234   -          aln                  -            1.2e-05   41.2   0.0   1.4e-05   41.0   0.0   1.1   1   0   0   1   1   1   1 -
3300030741_1525340   -          aln                  -            1.2e-05   41.2   0.3   2.8e-05   40.1   0.1   1.7   2   0   0   2   2   1   1 -
3300031834_4393656   -          aln                  -            1.2e-05   41.2   0.4   1.6e-05   40.9   0.4   1.1   1   0   0   1   1   1   1 -
3300036111_202947    -          aln                  -            1.2e-05   41.2   0.9   1.8e-05   40.7   0.9   1.2   1   0   0   1   1   1   1 -
3300009967_170267    -          aln                  -            1.2e-05   41.2   0.2        22   21.2   0.1   2.3   2   0   0   2   2   2   2 -
3300031474_4514134   -          aln                  -            1.2e-05   41.2   4.3   0.00018   37.5   0.0   3.4   3   1   0   3   3   1   1 -
3300032481_242775    -          aln                  -            1.2e-05   41.2   0.2   1.3e+02   18.7   0.1   3.6   3   1   0   3   3   2   1 -
3300009593_3865012   -          aln                  -            1.2e-05   41.2   0.4         4   23.6   0.0   2.2   2   0   0   2   2   2   1 -
3300018970_640799    -          aln                  -            1.2e-05   41.2   0.1        19   21.4   0.0   2.1   2   0   0   2   2   2   2 -
3300003985_256642    -          aln                  -            1.2e-05   41.2   0.1   2.7e-05   40.1   0.1   1.6   1   1   0   1   1   1   1 -
3300035181_1791770   -          aln                  -            1.2e-05   41.2   1.3    0.0011   35.0   0.1   2.5   2   1   0   2   2   1   1 -
3300019028_1259674   -          aln                  -            1.2e-05   41.2   0.2   1.3e-05   41.1   0.2   1.0   1   0   0   1   1   1   1 -
3300033405_708183    -          aln                  -            1.2e-05   41.2   0.0         7   22.8   0.0   4.2   3   0   0   3   3   2   1 -
3300027908_530634    -          aln                  -            1.2e-05   41.2   1.9   1.9e+04   11.8   0.0   5.3   4   2   0   4   4   3   0 -
3300018961_180494    -          aln                  -            1.2e-05   41.2   0.6    0.0076   32.3   0.1   2.7   2   1   0   2   2   1   1 -
3300032167_1886162   -          aln                  -            1.3e-05   41.2   9.4   1.7e+03   15.2   0.4   4.9   4   0   0   4   4   3   0 -
3300006174_538782    -          aln                  -            1.3e-05   41.2   6.2       6.1   23.0   0.1   3.6   3   3   0   3   3   2   2 -
3300021294_148947    -          aln                  -            1.3e-05   41.2   0.2    0.0037   33.3   0.4   2.1   2   0   0   2   2   1   1 -
3300008998_2203273   -          aln                  -            1.3e-05   41.2   0.0   1.4e-05   41.1   0.0   1.1   1   0   0   1   1   1   1 -
3300018896_224333    -          aln                  -            1.3e-05   41.2   0.7       1.1   25.4   0.2   2.3   2   0   0   2   2   2   1 -
3300036435_55996     -          aln                  -            1.3e-05   41.2   6.8       1.2   25.2   2.8   2.5   2   1   0   2   2   2   2 -
3300009185_1171874   -          aln                  -            1.3e-05   41.2   3.2        12   22.0   0.7   2.6   2   1   0   2   2   2   2 -
3300009143_1177443   -          aln                  -            1.3e-05   41.2   0.1       3.6   23.7   0.0   2.9   2   1   0   2   2   2   1 -
3300001245_1576665   -          aln                  -            1.3e-05   41.2  17.5   5.4e+04   10.3   0.0   9.3   9   0   0   9   9   1   0 -
3300009697_2196924   -          aln                  -            1.3e-05   41.2   0.1   2.8e-05   40.1   0.1   1.6   1   1   0   1   1   1   1 -
3300009697_753908    -          aln                  -            1.3e-05   41.2   0.0   1.7e-05   40.8   0.0   1.2   1   0   0   1   1   1   1 -
3300009392_21335     -          aln                  -            1.3e-05   41.2   0.0   2.4e-05   40.3   0.0   1.5   1   0   0   1   1   1   1 -
3300032744_1335600   -          aln                  -            1.3e-05   41.2   0.0   1.8e-05   40.7   0.0   1.2   1   0   0   1   1   1   1 -
3300021137_73320     -          aln                  -            1.3e-05   41.2  15.0   5.6e+03   13.5   0.1   6.0   5   0   0   5   5   3   0 -
3300031114_628116    -          aln                  -            1.3e-05   41.2   0.2   3.7e-05   39.7   0.0   1.9   2   0   0   2   2   1   1 -
3300012929_881568    -          aln                  -            1.3e-05   41.2   3.0       5.8   23.0   0.1   3.0   3   0   0   3   3   2   2 -
3300027372_135635    -          aln                  -            1.3e-05   41.2   0.2   1.8e-05   40.7   0.2   1.1   1   0   0   1   1   1   1 -
3300005074_495123    -          aln                  -            1.3e-05   41.1   0.2   2.8e-05   40.1   0.2   1.6   1   1   0   1   1   1   1 -
3300032729_467785    -          aln                  -            1.3e-05   41.1   0.6   1.9e-05   40.6   0.1   1.5   2   0   0   2   2   1   1 -
3300002916_11939786  -          aln                  -            1.3e-05   41.1   0.0   1.6e-05   40.9   0.0   1.1   1   0   0   1   1   1   1 -
3300013937_154409    -          aln                  -            1.3e-05   41.1   0.1   1.8e-05   40.7   0.1   1.2   1   0   0   1   1   1   1 -
3300031474_11109664  -          aln                  -            1.3e-05   41.1   0.5     0.037   30.1   0.1   2.4   2   0   0   2   2   2   1 -
3300030570_4330      -          aln                  -            1.3e-05   41.1   2.0        65   19.7   0.0   4.0   4   0   0   4   4   3   1 -
3300009586_134574    -          aln                  -            1.3e-05   41.1   0.0   3.1e-05   39.9   0.0   1.6   2   0   0   2   2   1   1 -
3300032955_75878     -          aln                  -            1.3e-05   41.1  12.5   6.9e+02   16.4   0.3   4.2   3   1   0   3   3   3   0 -
3300009593_36136347  -          aln                  -            1.3e-05   41.1   0.4   1.8e-05   40.7   0.4   1.1   1   0   0   1   1   1   1 -
3300005343_762380    -          aln                  -            1.3e-05   41.1   0.7        71   19.6   0.0   3.1   3   1   0   3   3   2   2 -
3300007095_109126    -          aln                  -            1.3e-05   41.1   0.2   2.5e-05   40.3   0.2   1.5   1   0   0   1   1   1   1 -
3300021313_155039    -          aln                  -            1.3e-05   41.1   6.5      0.13   28.3   0.2   3.8   3   1   1   4   4   2   1 -
3300033513_63016     -          aln                  -            1.3e-05   41.1   0.0        12   22.1   0.0   3.2   2   2   0   2   2   2   1 -
3300012929_360247    -          aln                  -            1.3e-05   41.1   0.4        21   21.3   0.1   3.9   4   0   0   4   4   2   1 -
3300009139_13016560  -          aln                  -            1.3e-05   41.1   0.0   3.4e-05   39.8   0.0   1.6   1   1   0   1   1   1   1 -
3300027891_1268489   -          aln                  -            1.3e-05   41.1   0.0        62   19.7   0.0   2.7   2   1   0   2   2   2   2 -
3300019267_370049    -          aln                  -            1.3e-05   41.1   4.2      0.57   26.3   0.6   2.3   2   0   0   2   2   2   1 -
3300018859_90537     -          aln                  -            1.3e-05   41.1   0.3   3.8e-05   39.7   0.0   1.8   1   1   1   2   2   1   1 -
3300033418_641545    -          aln                  -            1.4e-05   41.1   0.4      0.46   26.6   0.0   2.6   2   0   0   2   2   2   1 -
2507525030_17614     -          aln                  -            1.4e-05   41.1   1.1   0.00011   38.2   0.1   3.0   3   0   0   3   3   1   1 -
3300009747_111402    -          aln                  -            1.4e-05   41.1   0.0        11   22.2   0.0   2.2   2   0   0   2   2   2   1 -
3300010019_63046     -          aln                  -            1.4e-05   41.1   0.2   1.9e-05   40.6   0.2   1.2   1   0   0   1   1   1   1 -
3300035681_557475    -          aln                  -            1.4e-05   41.1   0.0        33   20.6   0.0   5.3   6   1   0   6   6   2   1 -
3300018966_257524    -          aln                  -            1.4e-05   41.1   0.2   4.7e-05   39.4   0.0   1.9   2   1   0   2   2   1   1 -
3300031709_77825     -          aln                  -            1.4e-05   41.1   0.1   0.00015   37.8   0.0   2.5   2   0   0   2   2   1   1 -
3300018897_295280    -          aln                  -            1.4e-05   41.1   0.2        44   20.2   0.1   2.2   2   0   0   2   2   2   2 -
3300004782_7436089   -          aln                  -            1.4e-05   41.1   0.6       5.1   23.2   0.1   2.2   2   0   0   2   2   2   1 -
3300018897_68298     -          aln                  -            1.4e-05   41.1   0.0   2.9e-05   40.0   0.0   1.5   1   0   0   1   1   1   1 -
3300036111_82147     -          aln                  -            1.4e-05   41.1   0.4   2.8e-05   40.1   0.4   1.5   1   0   0   1   1   1   1 -
3300019256_388196    -          aln                  -            1.4e-05   41.1   4.8      0.27   27.3   0.6   3.8   2   2   0   2   2   2   1 -
3300019028_940650    -          aln                  -            1.4e-05   41.1   0.0   1.6e-05   40.9   0.0   1.1   1   0   0   1   1   1   1 -
3300031113_203241    -          aln                  -            1.4e-05   41.1   1.8   7.7e-05   38.7   0.1   3.1   3   0   0   3   3   1   1 -
3300018038_246988    -          aln                  -            1.4e-05   41.1  19.2       1.8   24.7   0.4   5.3   5   0   0   5   5   2   2 -
3300012921_131964    -          aln                  -            1.4e-05   41.1   8.0        69   19.6   0.1   5.6   5   1   0   5   5   2   1 -
3300002042_2966606   -          aln                  -            1.4e-05   41.0   0.8       2.2   24.4   0.1   3.1   2   1   0   2   2   2   1 -
3300021170_656718    -          aln                  -            1.4e-05   41.0   3.0     0.084   28.9   0.5   2.7   2   0   0   2   2   2   1 -
3300036412_132774    -          aln                  -            1.4e-05   41.0   0.1     2e-05   40.5   0.1   1.2   1   0   0   1   1   1   1 -
3300005171_793982    -          aln                  -            1.4e-05   41.0   3.9   1.2e+03   15.6   0.1   4.3   4   1   0   4   4   3   0 -
3300009392_12081     -          aln                  -            1.4e-05   41.0   7.1       3.3   23.8   0.8   3.7   3   1   0   3   3   2   1 -
3300002042_343446    -          aln                  -            1.4e-05   41.0   0.1       1.4   25.0   0.0   2.4   2   0   0   2   2   2   1 -
3300009872_66961     -          aln                  -            1.5e-05   41.0   2.9   1.9e+03   15.0   0.1   3.8   3   0   0   3   3   3   0 -
764551829E           -          aln                  -            1.5e-05   41.0   0.1   1.7e-05   40.8   0.1   1.0   1   0   0   1   1   1   1 -
3300035508_1720773   -          aln                  -            1.5e-05   41.0   0.1   2.8e-05   40.1   0.1   1.5   1   0   0   1   1   1   1 -
3300024240_160723    -          aln                  -            1.5e-05   41.0   0.8     0.088   28.9   0.0   2.8   2   0   0   2   2   2   1 -
3300006229_25419     -          aln                  -            1.5e-05   41.0   1.1   0.00054   36.0   0.2   2.7   2   1   0   2   2   1   1 -
3300032118_763358    -          aln                  -            1.5e-05   41.0   0.7    0.0066   32.5   0.1   2.9   2   0   0   2   2   1   1 -
3300008044_343051    -          aln                  -            1.5e-05   41.0   0.5      0.28   27.3   0.2   2.3   2   1   0   2   2   2   1 -
3300022738_139190    -          aln                  -            1.5e-05   41.0   0.0    0.0026   33.8   0.0   2.1   2   0   0   2   2   1   1 -
3300032156_3857951   -          aln                  -            1.5e-05   41.0   0.1   1.5e-05   41.0   0.1   2.1   2   1   1   3   3   1   1 -
3300009732_36944     -          aln                  -            1.5e-05   41.0   1.2       1.1   25.4   0.0   3.4   3   0   0   3   3   2   1 -
3300018756_308466    -          aln                  -            1.5e-05   41.0   0.0   1.6e-05   40.8   0.0   1.0   1   0   0   1   1   1   1 -
3300009839_151026    -          aln                  -            1.5e-05   41.0  21.3     4e+03   14.0   0.1   7.9   7   1   0   7   7   3   0 -
3300036435_51530     -          aln                  -            1.5e-05   41.0   0.2   4.2e-05   39.5   0.0   1.7   2   0   0   2   2   1   1 -
3300019028_829507    -          aln                  -            1.5e-05   41.0   0.1   0.00018   37.5   0.3   2.3   2   1   0   2   2   1   1 -
3300033557_1673705   -          aln                  -            1.5e-05   41.0   0.7        71   19.6   0.0   3.2   2   1   0   2   2   2   2 -
3300036527_152749    -          aln                  -            1.5e-05   41.0   0.8   1.9e-05   40.6   0.8   1.1   1   0   0   1   1   1   1 -
3300030840_1020518   -          aln                  -            1.5e-05   41.0   0.0       1.7   24.7   0.0   2.4   2   0   0   2   2   2   1 -
3300009087_4544447   -          aln                  -            1.5e-05   41.0   1.8   8.6e-05   38.5   1.8   1.9   1   1   0   1   1   1   1 -
3300019037_45819     -          aln                  -            1.5e-05   41.0   0.0        21   21.3   0.0   2.6   2   0   0   2   2   2   2 -
3300033418_3105677   -          aln                  -            1.5e-05   41.0   0.1       1.1   25.4   0.0   2.5   2   0   0   2   2   2   1 -
3300034020_586395    -          aln                  -            1.5e-05   41.0   0.0      0.23   27.5   0.0   2.6   2   1   0   2   2   2   1 -
3300027549_317098    -          aln                  -            1.5e-05   40.9   0.1     2e-05   40.5   0.1   1.2   1   0   0   1   1   1   1 -
3300013126_1238499   -          aln                  -            1.5e-05   40.9   1.8      0.65   26.1   0.2   2.8   2   1   0   2   2   2   1 -
3300000564_314582    -          aln                  -            1.5e-05   40.9   0.1   1.7e-05   40.8   0.1   1.1   1   0   0   1   1   1   1 -
3300008109_17589     -          aln                  -            1.5e-05   40.9   0.3       1.1   25.3   0.1   2.7   2   0   0   2   2   2   1 -
3300018982_258471    -          aln                  -            1.5e-05   40.9   1.4   3.2e-05   39.9   1.4   1.6   1   0   0   1   1   1   1 -
3300006000_412666    -          aln                  -            1.5e-05   40.9   0.2   2.6e-05   40.2   0.1   1.4   1   1   0   1   1   1   1 -
3300018955_282881    -          aln                  -            1.5e-05   40.9   0.4   2.9e-05   40.1   0.0   1.7   2   1   0   2   2   1   1 -
3300011441_410686    -          aln                  -            1.5e-05   40.9   0.4        38   20.4   0.1   3.4   3   2   0   3   3   2   1 -
3300012703_207984    -          aln                  -            1.5e-05   40.9   3.0    0.0088   32.1   1.1   2.7   2   1   0   2   2   2   1 -
3300020075_313121    -          aln                  -            1.5e-05   40.9   0.0       2.3   24.3   0.0   3.9   4   0   0   4   4   1   1 -
3300028887_399708    -          aln                  -            1.5e-05   40.9   4.9   2.3e+02   17.9   0.3   5.1   4   2   0   4   4   2   1 -
3300005406_16467878  -          aln                  -            1.5e-05   40.9   0.0   0.00017   37.6   0.0   1.9   1   1   0   1   1   1   1 -
3300008013_277853    -          aln                  -            1.6e-05   40.9   0.3      0.65   26.1   0.0   3.2   4   0   0   4   4   2   1 -
3300032466_4194      -          aln                  -            1.6e-05   40.9  10.8     0.008   32.2   0.1   4.8   4   0   0   4   4   1   1 -
3300019054_122944    -          aln                  -            1.6e-05   40.9   0.0   2.9e-05   40.0   0.0   1.4   1   0   0   1   1   1   1 -
3300032824_172860    -          aln                  -            1.6e-05   40.9   0.1       1.2   25.2   0.0   2.2   2   0   0   2   2   2   1 -
3300005436_427443    -          aln                  -            1.6e-05   40.9   6.2      0.58   26.2   0.2   3.2   2   1   0   2   2   2   1 -
3300007242_419125    -          aln                  -            1.6e-05   40.9   0.3   2.9e-05   40.0   0.3   1.4   1   0   0   1   1   1   1 -
3300007213_69026     -          aln                  -            1.6e-05   40.9   0.0     2e-05   40.5   0.0   1.2   1   0   0   1   1   1   1 -
3300007050_22624     -          aln                  -            1.6e-05   40.9   0.0   3.4e-05   39.8   0.0   1.6   1   0   0   1   1   1   1 -
3300003350_4605712   -          aln                  -            1.6e-05   40.9   0.0   3.1e-05   39.9   0.0   1.5   1   1   0   1   1   1   1 -
3300001454_9769220   -          aln                  -            1.6e-05   40.9   0.0   1.9e-05   40.6   0.0   1.1   1   0   0   1   1   1   1 -
3300012394_184279    -          aln                  -            1.6e-05   40.9   5.2       5.2   23.2   0.0   4.4   4   1   0   4   4   3   1 -
3300006894_1517010   -          aln                  -            1.6e-05   40.9   1.3   0.00012   38.0   0.7   2.5   2   1   0   2   2   1   1 -
3300019023_851868    -          aln                  -            1.6e-05   40.9   0.3   5.8e-05   39.1   0.3   1.8   1   1   0   1   1   1   1 -
3300016701_317546    -          aln                  -            1.6e-05   40.9   1.1       7.8   22.6   0.2   2.9   2   1   0   2   2   2   1 -
3300021603_535834    -          aln                  -            1.6e-05   40.9   0.1        11   22.1   0.0   3.4   2   2   0   2   2   2   1 -
3300033513_1714722   -          aln                  -            1.6e-05   40.9   0.0        62   19.7   0.0   3.9   2   2   0   2   2   2   1 -
3300018898_178430    -          aln                  -            1.6e-05   40.9   0.0   0.00011   38.1   0.0   2.4   1   1   1   2   2   1   1 -
3300018929_256003    -          aln                  -            1.6e-05   40.9   0.4       2.3   24.3   0.1   2.5   2   1   0   2   2   2   1 -
3300019029_340231    -          aln                  -            1.6e-05   40.9   0.1   6.2e-05   39.0   0.0   2.0   2   0   0   2   2   1   1 -
3300007240_289005    -          aln                  -            1.6e-05   40.9   0.0     2e-05   40.6   0.0   1.1   1   0   0   1   1   1   1 -
3300036809_114782    -          aln                  -            1.6e-05   40.9   0.0        16   21.7   0.0   2.3   2   0   0   2   2   2   2 -
3300033531_144946    -          aln                  -            1.6e-05   40.9   0.2   5.8e-05   39.1   0.0   2.0   2   0   0   2   2   1   1 -
3300006057_4133496   -          aln                  -            1.6e-05   40.9   2.3      0.38   26.8   0.7   2.8   2   1   0   2   2   2   1 -
3300035681_615944    -          aln                  -            1.6e-05   40.9   0.2   6.2e+02   16.5   0.1   4.0   3   1   0   3   3   2   0 -
3300022528_140274    -          aln                  -            1.6e-05   40.9   0.5   4.2e-05   39.5   0.1   1.9   2   0   0   2   2   1   1 -
3300018942_301850    -          aln                  -            1.6e-05   40.9   0.1      0.95   25.6   0.0   2.1   1   1   1   2   2   2   1 -
3300005441_20513223  -          aln                  -            1.6e-05   40.9   0.0   1.8e-05   40.7   0.0   1.0   1   0   0   1   1   1   1 -
3300005612_453445    -          aln                  -            1.6e-05   40.9   0.1   1.2e+02   18.8   0.0   3.1   3   0   0   3   3   2   2 -
3300008832_529934    -          aln                  -            1.6e-05   40.9   0.0   0.00021   37.3   0.0   2.3   1   1   0   1   1   1   1 -
3300018694_151233    -          aln                  -            1.6e-05   40.9   0.0    0.0004   36.4   0.0   2.1   2   0   0   2   2   1   1 -
3300035674_136216    -          aln                  -            1.6e-05   40.9   3.6   2.9e+04   11.2   0.0   6.0   5   0   0   5   5   2   0 -
3300021169_338010    -          aln                  -            1.6e-05   40.9   0.0        12   22.1   0.0   2.6   2   0   0   2   2   2   1 -
3300005713_13827948  -          aln                  -            1.6e-05   40.9   0.0   1.8e-05   40.7   0.0   1.1   1   0   0   1   1   1   1 -
3300036435_110501    -          aln                  -            1.6e-05   40.9   0.1    0.0017   34.4   0.0   2.3   2   0   0   2   2   1   1 -
3300018924_277109    -          aln                  -            1.6e-05   40.9   0.0     3e-05   40.0   0.0   1.4   1   0   0   1   1   1   1 -
3300031231_23777888  -          aln                  -            1.6e-05   40.9   2.8       5.2   23.2   0.3   2.8   2   1   0   2   2   2   1 -
3300036506_53434     -          aln                  -            1.6e-05   40.9   0.1       5.4   23.2   0.0   2.3   2   0   0   2   2   2   1 -
3300018040_25110     -          aln                  -            1.6e-05   40.8   1.2        13   21.9   0.1   3.0   2   1   0   2   2   2   1 -
3300010379_3263286   -          aln                  -            1.6e-05   40.8   0.1       2.7   24.1   0.0   3.7   3   2   0   3   3   2   1 -
3300003985_1773244   -          aln                  -            1.6e-05   40.8   0.1   3.9e-05   39.6   0.1   1.6   1   1   0   1   1   1   1 -
3300011398_49001     -          aln                  -            1.6e-05   40.8   0.3   2.4e+02   17.9   0.0   4.2   3   2   0   3   3   2   1 -
3300005764_59961839  -          aln                  -            1.6e-05   40.8   0.0    0.0075   32.3   0.0   2.1   1   1   0   1   1   1   1 -
3300028620_259959    -          aln                  -            1.6e-05   40.8   8.2        15   21.7   0.6   3.0   1   1   2   3   3   2   2 -
3300000564_34366840  -          aln                  -            1.6e-05   40.8   0.2   1.7e-05   40.7   0.2   1.0   1   0   0   1   1   1   1 -
3300027549_34459     -          aln                  -            1.6e-05   40.8   1.6   2.7e-05   40.1   1.0   1.6   2   0   0   2   2   1   1 -
3300010019_73646     -          aln                  -            1.6e-05   40.8   0.0     3e-05   40.0   0.0   1.5   1   0   0   1   1   1   1 -
3300036281_4948      -          aln                  -            1.6e-05   40.8   0.0      0.19   27.8   0.0   2.7   2   0   0   2   2   2   1 -
3300035518_256598    -          aln                  -            1.6e-05   40.8   0.0   2.3e-05   40.4   0.0   1.2   1   0   0   1   1   1   1 -
3300009156_4599319   -          aln                  -            1.7e-05   40.8   0.3    0.0061   32.6   0.1   3.5   3   1   0   3   3   1   1 -
3300011190_360938    -          aln                  -            1.7e-05   40.8   0.1   0.00017   37.6   0.0   2.1   2   0   0   2   2   1   1 -
3300034020_36700     -          aln                  -            1.7e-05   40.8   0.1     1e+04   12.6   0.0   7.0   8   0   0   8   8   2   0 -
3300018723_983       -          aln                  -            1.7e-05   40.8   9.0       8.7   22.5   0.1   6.1   5   2   0   5   5   2   1 -
3300033531_222902    -          aln                  -            1.7e-05   40.8   0.1   2.8e-05   40.1   0.1   1.4   1   1   0   1   1   1   1 -
3300008212_90249     -          aln                  -            1.7e-05   40.8   0.0   2.8e-05   40.1   0.0   1.4   1   0   0   1   1   1   1 -
3300005528_160977    -          aln                  -            1.7e-05   40.8  13.3   5.2e+05    7.2   0.0  12.2  13   0   0  13  13   0   0 -
3300022714_245372    -          aln                  -            1.7e-05   40.8   0.0        86   19.3   0.0   2.4   2   0   0   2   2   2   2 -
3300023088_321693    -          aln                  -            1.7e-05   40.8   2.8      0.62   26.2   0.2   3.8   4   1   0   4   4   2   1 -
3300030741_9044022   -          aln                  -            1.7e-05   40.8   0.3   2.5e-05   40.2   0.3   1.3   1   0   0   1   1   1   1 -
3300020221_1354634   -          aln                  -            1.7e-05   40.8   1.9     0.037   30.1   0.5   2.8   2   1   0   2   2   2   1 -
3300009421_537523    -          aln                  -            1.7e-05   40.8   0.0   2.3e-05   40.4   0.0   1.2   1   0   0   1   1   1   1 -
3300033513_122577    -          aln                  -            1.7e-05   40.8   0.7        12   22.0   0.0   3.8   3   0   0   3   3   2   1 -
3300036189_18098     -          aln                  -            1.7e-05   40.8   8.8        11   22.1   0.0   3.4   3   0   0   3   3   2   1 -
3300018925_352579    -          aln                  -            1.7e-05   40.8   0.0   2.8e-05   40.1   0.0   1.3   1   0   0   1   1   1   1 -
3300031236_4971395   -          aln                  -            1.7e-05   40.8   4.8       7.3   22.7   0.5   3.5   2   2   0   2   2   2   1 -
3300009593_22755813  -          aln                  -            1.7e-05   40.8   0.0   2.6e-05   40.2   0.0   1.3   1   1   0   1   1   1   1 -
3300025944_1019393   -          aln                  -            1.7e-05   40.8   1.4       2.9   24.0   0.1   2.8   2   2   0   2   2   2   1 -
3300011340_921900    -          aln                  -            1.7e-05   40.8   0.6        14   21.8   0.1   4.2   3   2   0   3   3   2   1 -
3300032156_2886348   -          aln                  -            1.7e-05   40.8   0.1        13   21.9   0.0   3.7   2   2   0   2   2   2   1 -
3300010396_30878821  -          aln                  -            1.7e-05   40.8   0.0   1.9e-05   40.6   0.0   1.1   1   0   0   1   1   1   1 -
3300028536_1192030   -          aln                  -            1.7e-05   40.8   4.3        14   21.9   0.0   2.3   2   0   0   2   2   2   2 -
3300033513_5925600   -          aln                  -            1.7e-05   40.8   0.4       1.8   24.7   0.0   2.7   3   0   0   3   3   2   1 -
3300002042_1038961   -          aln                  -            1.7e-05   40.8   0.1   2.2e-05   40.4   0.1   1.1   1   0   0   1   1   1   1 -
3300031834_1114282   -          aln                  -            1.7e-05   40.7   0.7         3   24.0   0.1   3.4   3   0   0   3   3   2   1 -
3300013075_137978    -          aln                  -            1.7e-05   40.7   0.2   0.00052   36.0   0.1   2.4   2   1   0   2   2   1   1 -
3300020228_19520     -          aln                  -            1.7e-05   40.7   1.7     0.031   30.3   0.3   3.2   2   1   0   2   2   2   1 -
3300005074_10528     -          aln                  -            1.7e-05   40.7   1.4     3e-05   40.0   1.4   1.4   1   0   0   1   1   1   1 -
3300032481_321742    -          aln                  -            1.8e-05   40.7   0.7       2.4   24.3   0.0   3.1   2   1   0   2   2   2   1 -
3300031114_628418    -          aln                  -            1.8e-05   40.7   0.0   2.3e-05   40.3   0.0   1.1   1   0   0   1   1   1   1 -
3300027891_700666    -          aln                  -            1.8e-05   40.7   1.0   3.9e-05   39.6   0.1   2.0   2   1   0   2   2   1   1 -
3300005416_230100    -          aln                  -            1.8e-05   40.7   0.0   4.6e-05   39.4   0.0   1.7   1   0   0   1   1   1   1 -
3300031236_3972464   -          aln                  -            1.8e-05   40.7   0.3      0.26   27.4   0.2   2.9   2   1   0   2   2   2   1 -
3300022597_159786    -          aln                  -            1.8e-05   40.7   0.4        12   22.0   0.0   3.1   3   0   0   3   3   2   1 -
3300036506_346005    -          aln                  -            1.8e-05   40.7   0.1   3.5e-05   39.8   0.1   1.5   1   1   0   1   1   1   1 -
3300005074_707387    -          aln                  -            1.8e-05   40.7   0.4   5.6e-05   39.1   0.4   1.8   1   1   0   1   1   1   1 -
3300019028_1083946   -          aln                  -            1.8e-05   40.7   0.1        18   21.5   0.0   2.1   2   0   0   2   2   2   2 -
3300031057_5193858   -          aln                  -            1.8e-05   40.7   0.3   0.00016   37.6   0.0   2.1   2   0   0   2   2   1   1 -
3300005764_975088    -          aln                  -            1.8e-05   40.7   0.3   9.2e+02   16.0   0.0   4.7   4   1   0   4   4   2   0 -
3300010192_85747     -          aln                  -            1.8e-05   40.7   0.1   3.5e-05   39.8   0.1   1.4   1   0   0   1   1   1   1 -
3300035664_1181444   -          aln                  -            1.8e-05   40.7   0.0   2.2e-05   40.4   0.0   1.1   1   0   0   1   1   1   1 -
3300001354_10833611  -          aln                  -            1.8e-05   40.7   0.0     2e-05   40.5   0.0   1.1   1   0   0   1   1   1   1 -
3300033405_755440    -          aln                  -            1.8e-05   40.7   0.4       2.1   24.4   0.1   2.7   2   1   0   2   2   2   1 -
3300018973_240550    -          aln                  -            1.8e-05   40.7   0.0   3.4e-05   39.8   0.0   1.4   1   0   0   1   1   1   1 -
3300006052_15400752  -          aln                  -            1.8e-05   40.7   0.0   2.4e-05   40.3   0.0   1.2   1   0   0   1   1   1   1 -
3300019030_91122     -          aln                  -            1.8e-05   40.7   0.4   8.7e-05   38.5   0.0   2.1   2   0   0   2   2   1   1 -
3300008998_657811    -          aln                  -            1.8e-05   40.7   1.2   2.3e-05   40.4   0.2   1.7   2   0   0   2   2   1   1 -
3300021554_70132     -          aln                  -            1.8e-05   40.7   0.2        49   20.1   0.0   2.2   2   0   0   2   2   2   2 -
3300035518_2142241   -          aln                  -            1.8e-05   40.7   3.1   6.3e-05   39.0   0.3   2.4   2   1   0   2   2   1   1 -
3300004798_1779216   -          aln                  -            1.8e-05   40.7   9.8   1.4e+03   15.4   0.1   5.2   4   2   0   4   4   3   0 -
3300032144_740148    -          aln                  -            1.8e-05   40.7   0.9   6.6e+03   13.2   0.0   5.6   5   1   0   5   5   3   0 -
3300036110_176724    -          aln                  -            1.8e-05   40.7   5.5     0.038   30.0   1.4   3.1   2   1   0   2   2   2   1 -
3300036500_9807      -          aln                  -            1.9e-05   40.7   0.2        84   19.3   0.0   2.5   2   0   0   2   2   2   2 -
3300003985_235672    -          aln                  -            1.9e-05   40.7   0.0   2.9e-05   40.0   0.0   1.3   1   0   0   1   1   1   1 -
3300010877_1668338   -          aln                  -            1.9e-05   40.7   8.1        81   19.4   0.3   5.2   4   1   0   4   4   3   1 -
3300003350_18824920  -          aln                  -            1.9e-05   40.6   0.0   2.5e-05   40.3   0.0   1.2   1   0   0   1   1   1   1 -
3300021274_10945     -          aln                  -            1.9e-05   40.6   0.5     0.013   31.5   0.0   2.7   2   1   0   2   2   1   1 -
3300028590_786119    -          aln                  -            1.9e-05   40.6   0.0       1.8   24.7   0.0   2.7   2   0   0   2   2   2   1 -
3300010391_2491031   -          aln                  -            1.9e-05   40.6   0.4   1.6e+03   15.2   0.1   4.1   3   0   0   3   3   2   0 -
3300031737_54409     -          aln                  -            1.9e-05   40.6   0.0   4.6e-05   39.4   0.0   1.7   1   0   0   1   1   1   1 -
3300002042_351793    -          aln                  -            1.9e-05   40.6   0.5   2.9e-05   40.0   0.5   1.2   1   0   0   1   1   1   1 -
3300018896_213600    -          aln                  -            1.9e-05   40.6   0.2     0.058   29.5   0.0   2.5   2   0   0   2   2   2   1 -
