#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
3300010379_1844878   -          aln                  -            2.9e-20   88.1  21.0   3.1e+02   17.5   0.0  10.3   9   2   0   9   9   6   1 -
3300032897_438396    -          aln                  -              3e-20   88.1  12.5      0.44   26.6   0.1   7.7   7   0   0   7   7   3   3 -
3300019037_14520     -          aln                  -              3e-20   88.1   3.0   3.4e-05   39.8   0.3   3.6   3   1   0   3   3   3   3 -
3300002966_245721    -          aln                  -            3.1e-20   88.0   3.5       3.7   23.7   0.0   6.9   5   2   0   5   5   5   2 -
3300032617_92052     -          aln                  -            3.1e-20   88.0   1.5     0.016   31.3   0.0   4.1   4   0   0   4   4   3   3 -
3300035518_474335    -          aln                  -            3.2e-20   88.0   8.2   7.4e-08   48.4   0.8   4.0   3   1   1   4   4   3   3 -
3300012983_296803    -          aln                  -            3.2e-20   88.0  19.0   2.6e+04   11.3   0.0  11.5  11   0   0  11  11   7   0 -
3300010379_149709    -          aln                  -            3.3e-20   87.9  10.5        45   20.2   0.0  11.6  11   0   0  11  11   5   2 -
3300018911_82542     -          aln                  -            3.5e-20   87.9   0.9   0.00026   37.0   0.1   3.8   3   1   0   3   3   3   2 -
3300019052_190870    -          aln                  -            3.5e-20   87.8   6.0     4e-09   52.4   0.9   2.6   2   0   0   2   2   2   2 -
3300036123_15803     -          aln                  -            3.6e-20   87.8  17.7    0.0055   32.7   0.1   6.9   6   1   0   6   6   3   3 -
3300036111_47335     -          aln                  -            3.8e-20   87.8   8.0   0.00025   37.0   0.1   4.3   4   1   0   4   4   3   3 -
3300030612_54917     -          aln                  -            4.2e-20   87.6   0.5      0.66   26.1   0.0   4.5   4   0   0   4   4   4   3 -
3300008998_35404     -          aln                  -            4.3e-20   87.6   0.6   0.00098   35.1   0.0   4.6   4   1   0   4   4   3   3 -
3300012968_483376    -          aln                  -            4.4e-20   87.5   0.3     0.024   30.7   0.0   5.1   5   0   0   5   5   4   2 -
3300009175_540604    -          aln                  -            4.5e-20   87.5  26.1   1.2e+02   18.9   0.0   9.4   7   5   0   7   7   7   2 -
3300006033_206627    -          aln                  -            4.5e-20   87.5   1.4   1.9e+03   15.0   0.0   8.6   7   1   0   7   7   6   0 -
3300031709_32139     -          aln                  -            4.6e-20   87.5   0.0   0.00023   37.2   0.0   3.7   3   0   0   3   3   3   3 -
3300021316_375165    -          aln                  -            4.6e-20   87.5   0.0   0.00086   35.3   0.0   4.2   4   0   0   4   4   3   2 -
3300018897_38599     -          aln                  -            4.7e-20   87.4   0.0   1.4e-06   44.2   0.0   2.9   3   0   0   3   3   2   2 -
3300005535_381942    -          aln                  -            4.7e-20   87.4   6.5       1.1   25.3   0.0   6.1   5   2   0   5   5   4   4 -
3300019007_137167    -          aln                  -            4.8e-20   87.4   1.1    0.0014   34.6   0.4   3.6   3   0   0   3   3   3   3 -
3300032617_546028    -          aln                  -            4.8e-20   87.4   1.2     5e-08   48.9   0.0   2.3   2   0   0   2   2   2   2 -
3300008037_317438    -          aln                  -              5e-20   87.4  11.6    0.0041   33.2   0.2   6.3   6   1   0   6   6   4   2 -
3300007242_300136    -          aln                  -            5.1e-20   87.3   0.0     0.017   31.2   0.0   3.5   3   0   0   3   3   3   3 -
3300010135_119228    -          aln                  -            5.6e-20   87.2   0.5   3.6e-05   39.7   0.1   3.4   3   0   0   3   3   3   2 -
3300019028_76102     -          aln                  -            5.7e-20   87.2   0.7   3.9e-08   49.2   0.0   4.3   4   0   0   4   4   2   2 -
3300019023_62130     -          aln                  -            5.8e-20   87.2   9.2   8.5e-05   38.5   0.0   4.3   4   1   0   4   4   3   3 -
3300018897_73462     -          aln                  -              6e-20   87.1   0.0   1.5e-06   44.1   0.0   3.0   3   0   0   3   3   2   2 -
3300031093_254481    -          aln                  -            6.1e-20   87.1   0.5    0.0008   35.4   0.2   3.1   3   0   0   3   3   3   3 -
3300018924_27050     -          aln                  -            6.1e-20   87.1   3.2   1.3e-05   41.2   0.0   4.1   4   0   0   4   4   3   2 -
3300022600_948       -          aln                  -            6.3e-20   87.0  10.6     0.092   28.8   0.1   7.3   5   3   0   5   5   3   3 -
3300018982_101386    -          aln                  -            6.4e-20   87.0   0.0     4e-08   49.2   0.0   2.3   2   0   0   2   2   2   2 -
3300016703_238911    -          aln                  -            6.4e-20   87.0   3.4   5.1e-08   48.9   0.0   3.8   3   1   0   3   3   3   3 -
3300018893_17531     -          aln                  -            6.8e-20   86.9   2.1   1.8e-06   43.9   0.1   2.8   2   0   0   2   2   2   2 -
3300019028_216208    -          aln                  -            6.8e-20   86.9   0.0   0.00032   36.7   0.0   3.2   3   0   0   3   3   3   3 -
3300036412_4041      -          aln                  -              7e-20   86.9   7.0   1.7e-05   40.8   0.2   4.9   3   2   1   4   4   3   3 -
3300018898_3626      -          aln                  -            7.1e-20   86.9   0.0      0.73   25.9   0.0   6.8   6   0   0   6   6   5   1 -
3300023258_97072     -          aln                  -            7.4e-20   86.8  26.1       1.2   25.2   0.4   7.4   5   5   0   5   5   5   4 -
3300018016_134883    -          aln                  -            8.3e-20   86.6  25.7        27   20.9   0.2  10.1   9   1   0   9   9   5   3 -
3300019024_19779     -          aln                  -            8.5e-20   86.6   2.5       4.6   23.4   0.0   6.1   5   1   0   5   5   4   3 -
3300007202_555851    -          aln                  -            8.7e-20   86.6   0.0   1.5e-07   47.4   0.0   3.2   3   0   0   3   3   3   2 -
3300019256_209309    -          aln                  -            8.7e-20   86.6   0.1   0.00034   36.6   0.0   3.2   3   0   0   3   3   3   2 -
3300009559_2459      -          aln                  -            8.8e-20   86.6   3.4   3.8e-11   58.9   0.1   4.5   4   0   0   4   4   3   1 -
3300019017_90610     -          aln                  -              9e-20   86.5   0.4   2.2e-08   50.1   0.1   2.4   2   0   0   2   2   2   2 -
3300008861_94982     -          aln                  -              9e-20   86.5   0.1    0.0004   36.4   0.0   4.2   4   0   0   4   4   2   2 -
3300007240_829325    -          aln                  -            9.1e-20   86.5   0.0   1.5e-06   44.2   0.0   2.3   2   0   0   2   2   2   2 -
3300003684_31802     -          aln                  -            9.3e-20   86.5   0.7        14   21.8   0.0   8.8   8   1   1   9   9   4   1 -
3300010379_266525    -          aln                  -            9.5e-20   86.5  30.3        15   21.7   0.3   7.3   6   0   0   6   6   5   5 -
3300035496_1953354   -          aln                  -            9.5e-20   86.5   0.4   1.2e-19   86.2   0.4   1.1   1   0   0   1   1   1   1 -
3300034357_236896    -          aln                  -            9.6e-20   86.5   0.4      0.74   25.9   0.0   5.8   5   1   0   5   5   4   3 -
3300018897_65778     -          aln                  -            9.7e-20   86.4   0.0   0.00015   37.7   0.0   3.7   3   0   0   3   3   3   3 -
3300032466_26013     -          aln                  -              1e-19   86.4   3.6     0.077   29.1   0.1   5.6   5   0   0   5   5   4   2 -
3300009370_198206    -          aln                  -              1e-19   86.4  22.7       9.4   22.4   0.1  10.4  10   0   0  10  10   6   1 -
3300019007_21691     -          aln                  -              1e-19   86.3   2.7       0.1   28.7   0.0   4.1   3   1   0   3   3   3   3 -
3300009006_7763      -          aln                  -            1.1e-19   86.3   1.7   8.1e-07   45.0   0.0   4.9   4   0   0   4   4   2   2 -
3300022600_29079     -          aln                  -            1.1e-19   86.3   0.8     0.026   30.6   0.0   3.3   3   0   0   3   3   3   3 -
3300018896_42573     -          aln                  -            1.1e-19   86.3  11.4     0.077   29.1   0.2   6.0   5   2   0   5   5   3   3 -
3300031236_406849    -          aln                  -            1.1e-19   86.3  10.4   6.2e+04   10.1   0.1  12.8  12   0   0  12  12   6   0 -
3300019023_58424     -          aln                  -            1.1e-19   86.3   0.0   1.4e-06   44.2   0.0   2.5   2   0   0   2   2   2   2 -
3300033405_237166    -          aln                  -            1.1e-19   86.2   0.1      0.52   26.4   0.0   4.8   4   0   0   4   4   4   4 -
3300019148_110269    -          aln                  -            1.2e-19   86.2   2.8   3.3e-05   39.9   0.5   3.6   3   1   0   3   3   3   3 -
3300002345_87594     -          aln                  -            1.2e-19   86.2   0.4       1.1   25.4   0.0   5.0   4   0   0   4   4   4   3 -
3300018792_19626     -          aln                  -            1.2e-19   86.2   8.9        10   22.3   0.1   6.2   5   1   0   5   5   5   3 -
3300018924_11390     -          aln                  -            1.2e-19   86.2   0.6      0.14   28.2   0.0   6.0   5   0   0   5   5   4   3 -
2590828807_657       -          aln                  -            1.2e-19   86.1   3.3      0.67   26.1   0.1   6.8   5   0   0   5   5   4   2 -
3300018941_457       -          aln                  -            1.2e-19   86.1   3.3        19   21.4   0.0   9.0   9   0   0   9   9   5   1 -
3300004507_63587     -          aln                  -            1.3e-19   86.1   3.2     0.023   30.8   0.2   4.3   4   0   0   4   4   4   2 -
3300032729_5668      -          aln                  -            1.3e-19   86.0  12.1    0.0075   32.3   0.2   7.2   6   1   0   6   6   4   3 -
3300019038_131822    -          aln                  -            1.4e-19   86.0   0.1     4e-08   49.2   0.0   2.3   2   0   0   2   2   2   2 -
3300032747_198406    -          aln                  -            1.4e-19   85.9   0.4   2.7e-10   56.1   0.1   2.5   2   0   0   2   2   2   2 -
3300018974_11180     -          aln                  -            1.4e-19   85.9   4.5   1.9e-07   47.0   0.1   4.6   3   1   0   3   3   3   2 -
3300032514_3023      -          aln                  -            1.4e-19   85.9  35.1   1.3e+02   18.7   0.0  12.6  11   2   0  11  11   6   2 -
3300009747_86134     -          aln                  -            1.4e-19   85.9   0.0       1.5   25.0   0.0   4.4   4   0   0   4   4   4   3 -
3300031709_117805    -          aln                  -            1.5e-19   85.8   1.9   5.4e-10   55.2   0.5   2.4   2   0   0   2   2   2   2 -
3300031111_383681    -          aln                  -            1.5e-19   85.8  14.2   2.6e+02   17.7   0.1   7.5   7   0   0   7   7   6   1 -
3300031236_1627828   -          aln                  -            1.5e-19   85.8  15.7     1e+03   15.8   0.2   8.4   8   0   0   8   8   6   0 -
3300016723_254529    -          aln                  -            1.5e-19   85.8   6.7    0.0015   34.5   0.0   4.2   3   1   0   3   3   3   2 -
3300008031_187351    -          aln                  -            1.6e-19   85.8   2.5   5.8e-11   58.3   0.3   2.2   2   0   0   2   2   2   2 -
3300032897_371760    -          aln                  -            1.6e-19   85.8   0.0      0.24   27.5   0.0   6.9   7   0   0   7   7   4   2 -
3300019152_54395     -          aln                  -            1.6e-19   85.7  11.5       1.2   25.2   0.2   5.7   5   1   0   5   5   5   2 -
3300005529_33223     -          aln                  -            1.7e-19   85.7   2.7        51   20.0   0.0   7.8   7   0   0   7   7   5   1 -
2775506790_1599      -          aln                  -            1.7e-19   85.7  18.4        14   21.8   0.2   9.1   7   0   0   7   7   6   2 -
3300003307_94972     -          aln                  -            1.7e-19   85.6   1.1     0.024   30.7   0.0   3.6   4   0   0   4   4   3   3 -
3300025784_29510     -          aln                  -            1.8e-19   85.6   0.7   1.1e+02   19.0   0.0   5.8   5   0   0   5   5   5   2 -
3300012990_17023     -          aln                  -            1.8e-19   85.6   4.9   4.1e+02   17.1   0.0   8.8   7   4   0   7   7   5   0 -
3300032144_152476    -          aln                  -            1.9e-19   85.5  30.3   4.3e+02   17.1   0.2  10.4  10   0   0  10  10   7   0 -
3300025679_111389    -          aln                  -            1.9e-19   85.5  23.2     0.012   31.7   0.3   7.8   8   0   0   8   8   5   3 -
3300033402_1200190   -          aln                  -              2e-19   85.4   8.4       0.7   26.0   0.1   5.8   5   1   0   5   5   4   4 -
3300020080_885874    -          aln                  -            2.1e-19   85.4   4.2   6.9e-05   38.8   1.8   4.7   3   1   0   3   3   3   2 -
3300032713_62664     -          aln                  -            2.1e-19   85.3   0.1    0.0033   33.5   0.0   3.9   3   0   0   3   3   3   2 -
3300031231_22794294  -          aln                  -            2.1e-19   85.3   1.3     0.013   31.5   0.3   3.8   3   1   0   3   3   3   3 -
3300012722_24835     -          aln                  -            2.4e-19   85.2   0.0   0.00026   37.0   0.0   3.5   3   0   0   3   3   3   2 -
3300032514_136698    -          aln                  -            2.6e-19   85.1   0.7       4.6   23.4   0.1   4.2   3   1   1   4   4   4   3 -
3300010160_317187    -          aln                  -            2.6e-19   85.1   9.3        72   19.5   0.1   9.7   9   0   0   9   9   5   1 -
3300019017_9293      -          aln                  -            2.6e-19   85.0   8.6     0.007   32.4   0.1   6.0   5   0   0   5   5   4   2 -
3300019015_302144    -          aln                  -            2.7e-19   85.0   0.7   1.4e-06   44.2   0.4   2.3   2   0   0   2   2   2   2 -
3300033402_69910     -          aln                  -            2.7e-19   85.0  15.4     0.078   29.0   0.3   6.0   4   0   0   4   4   4   4 -
3300034061_628647    -          aln                  -            2.7e-19   85.0   0.1   1.1e+03   15.8   0.0   7.7   7   2   0   7   7   6   0 -
3300036412_51081     -          aln                  -            2.8e-19   85.0   3.7   9.6e-06   41.6   0.0   3.5   3   1   0   3   3   3   2 -
3300035496_1512125   -          aln                  -            2.9e-19   84.9   0.1   4.9e-19   84.2   0.1   1.3   1   0   0   1   1   1   1 -
3300019256_283381    -          aln                  -            2.9e-19   84.9   3.6       2.1   24.4   0.0   5.6   5   0   0   5   5   4   3 -
2507525009_5159      -          aln                  -              3e-19   84.9  14.4   5.9e-05   39.1   0.1   6.8   6   1   0   6   6   2   2 -
3300009156_1330171   -          aln                  -            3.1e-19   84.8   4.7   1.3e+02   18.7   0.0   7.7   6   4   0   6   6   5   1 -
3300033513_1125061   -          aln                  -            3.2e-19   84.8   5.1      0.14   28.3   0.2   5.7   4   4   0   4   4   4   2 -
3300008033_29352     -          aln                  -            3.2e-19   84.8   0.8   0.00022   37.2   0.0   3.7   3   1   0   3   3   3   2 -
3300007216_1213148   -          aln                  -            3.3e-19   84.7   0.0   6.2e-07   45.4   0.0   2.2   2   0   0   2   2   2   2 -
3300032514_18167     -          aln                  -            3.3e-19   84.7   6.0     2e-07   46.9   0.5   5.6   5   1   0   5   5   2   2 -
3300019256_471990    -          aln                  -            3.4e-19   84.7   0.0   0.00047   36.2   0.0   3.3   3   0   0   3   3   3   2 -
3300009392_28448     -          aln                  -            3.6e-19   84.6   0.4    0.0032   33.5   0.2   4.5   3   1   0   3   3   3   2 -
3300013460_6287      -          aln                  -            3.6e-19   84.6   1.6   8.5e-07   44.9   0.0   4.3   3   1   0   3   3   3   2 -
3300012702_150025    -          aln                  -            3.7e-19   84.6   0.4   0.00011   38.2   0.1   4.8   4   1   0   4   4   3   2 -
3300031750_145981    -          aln                  -            3.8e-19   84.5   1.0    0.0015   34.6   0.0   5.6   4   2   0   4   4   3   2 -
3300019224_84299     -          aln                  -            3.8e-19   84.5  18.7     0.003   33.6   2.4   6.3   5   2   0   5   5   4   2 -
3300018942_45146     -          aln                  -            3.8e-19   84.5   0.1     0.023   30.8   0.0   3.4   3   0   0   3   3   3   3 -
3300008998_42286     -          aln                  -            3.9e-19   84.5   2.7   0.00059   35.9   0.1   3.6   3   0   0   3   3   3   3 -
3300005416_365241    -          aln                  -              4e-19   84.5   0.1     4e-07   46.0   0.0   2.4   2   0   0   2   2   2   2 -
3300018948_8394      -          aln                  -              4e-19   84.5  16.4      0.49   26.5   0.3   6.5   5   2   1   6   6   5   3 -
3300018583_6084      -          aln                  -              4e-19   84.5   0.4   5.9e-19   83.9   0.4   1.2   1   0   0   1   1   1   1 -
3300028758_36407     -          aln                  -              4e-19   84.5   8.3    0.0037   33.3   0.0   5.7   4   2   0   4   4   3   2 -
3300034119_258434    -          aln                  -              4e-19   84.5   3.3        40   20.3   0.0  10.1   9   4   0   9   9   5   1 -
3300031743_131873    -          aln                  -            4.1e-19   84.4   0.1   9.5e-07   44.8   0.0   3.4   3   0   0   3   3   3   2 -
3300000869_131091    -          aln                  -            4.1e-19   84.4   8.7         7   22.8   0.1   6.0   5   1   0   5   5   5   2 -
3300018896_71817     -          aln                  -            4.1e-19   84.4   0.4   6.2e-10   55.0   0.3   2.3   2   0   0   2   2   2   2 -
3300005343_152977    -          aln                  -            4.1e-19   84.4  13.1      0.45   26.6   0.1   8.2   8   1   0   8   8   5   2 -
3300010379_1098975   -          aln                  -            4.2e-19   84.4   7.7        52   20.0   0.0   8.2   7   0   0   7   7   6   1 -
3300032167_1777166   -          aln                  -            4.4e-19   84.3  22.7   1.2e+03   15.7   0.0  10.7  11   0   0  11  11   7   0 -
3300018896_29818     -          aln                  -            4.5e-19   84.3   5.2    0.0012   34.9   0.0   4.2   4   1   0   4   4   3   3 -
3300032734_538354    -          aln                  -            4.5e-19   84.3   0.1   6.9e-05   38.8   0.0   3.4   3   1   0   3   3   3   2 -
3300006174_14008     -          aln                  -            4.6e-19   84.3  10.9    0.0098   31.9   0.1   6.7   6   1   0   6   6   3   2 -
3300028242_312388    -          aln                  -            4.6e-19   84.3  71.0   1.4e+03   15.4   0.3  19.5  19   2   0  19  19   9   0 -
3300020215_58393     -          aln                  -            4.7e-19   84.2  18.9      0.72   25.9   0.2   7.5   6   1   0   6   6   4   4 -
3300018729_1260      -          aln                  -            4.8e-19   84.2   3.1   7.5e-06   41.9   0.2   3.8   3   0   0   3   3   2   2 -
3300009156_239146    -          aln                  -            4.8e-19   84.2  33.9        31   20.7   0.4  10.1   9   0   0   9   9   8   1 -
3300032897_226781    -          aln                  -            4.8e-19   84.2   8.6     2e+02   18.1   0.0   9.7   8   3   0   8   8   5   1 -
3300036500_10444     -          aln                  -            4.8e-19   84.2   0.0     0.011   31.8   0.0   3.3   3   0   0   3   3   3   3 -
3300009659_136678    -          aln                  -            4.9e-19   84.2   0.0     1e+04   12.6   0.0  10.4  10   0   0  10  10   5   0 -
3300018853_20237     -          aln                  -            5.1e-19   84.1   0.4    0.0012   34.9   0.0   6.1   5   1   0   5   5   3   1 -
3300032751_117972    -          aln                  -            5.1e-19   84.1   0.4   1.1e-08   51.0   0.2   2.6   2   0   0   2   2   2   2 -
3300008263_176826    -          aln                  -            5.2e-19   84.1   0.4    0.0016   34.5   0.0   4.0   4   0   0   4   4   3   2 -
3300012722_67306     -          aln                  -            5.2e-19   84.1   0.0    0.0034   33.4   0.0   3.2   3   0   0   3   3   3   3 -
3300032519_74128     -          aln                  -            5.3e-19   84.1   7.7      0.23   27.5   0.0   4.8   4   0   0   4   4   4   3 -
3300019007_326353    -          aln                  -            5.3e-19   84.1   0.0   2.4e-05   40.3   0.0   4.1   4   0   0   4   4   3   3 -
2721755128_2975      -          aln                  -            5.4e-19   84.1  60.6        94   19.2   0.1  15.0  13   0   0  13  13   9   1 -
3300018971_43359     -          aln                  -            5.4e-19   84.0   3.1    0.0016   34.5   0.1   3.6   3   0   0   3   3   3   3 -
3300020057_453127    -          aln                  -            5.8e-19   83.9   9.2        24   21.1   0.0   7.4   7   0   0   7   7   6   1 -
3300008033_209361    -          aln                  -            6.4e-19   83.8   0.7   0.00013   37.9   0.3   3.9   3   1   0   3   3   3   2 -
3300008044_414930    -          aln                  -            6.4e-19   83.8   4.0   2.3e-06   43.6   0.6   2.8   2   1   0   2   2   2   2 -
3300018897_59505     -          aln                  -            6.5e-19   83.8   0.6   3.8e-05   39.7   0.1   3.7   3   0   0   3   3   3   2 -
3300034082_172752    -          aln                  -            6.5e-19   83.8   0.0       0.9   25.6   0.0   5.5   5   1   0   5   5   4   2 -
3300015360_2039074   -          aln                  -            6.5e-19   83.8  16.4       1.5   24.9   0.2   6.4   5   3   0   5   5   4   4 -
3300025691_15676     -          aln                  -            6.5e-19   83.8   9.0      0.77   25.9   0.3   7.7   8   0   0   8   8   4   2 -
3300019148_51570     -          aln                  -            6.6e-19   83.8   0.1   3.5e-07   46.2   0.0   2.9   2   0   0   2   2   2   2 -
3300004481_1734578   -          aln                  -            6.7e-19   83.7   0.5       2.5   24.2   0.0   5.5   5   0   0   5   5   4   3 -
3300008249_43967     -          aln                  -            6.7e-19   83.7   0.9       5.6   23.1   0.0   6.6   5   1   0   5   5   5   1 -
3300030639_28148     -          aln                  -            6.9e-19   83.7   2.3     4e-08   49.2   0.1   2.2   2   0   0   2   2   2   2 -
3300032897_539907    -          aln                  -              7e-19   83.7  14.2        28   20.9   0.1   8.1   6   4   0   6   6   5   2 -
3300018935_3265      -          aln                  -            7.2e-19   83.7   1.0        37   20.5   0.0   6.3   6   0   0   6   6   5   2 -
3300010379_839655    -          aln                  -            7.3e-19   83.6  22.1        52   20.0   0.3   7.1   6   0   0   6   6   6   1 -
3300033524_100671    -          aln                  -            7.3e-19   83.6   0.0   4.4e-08   49.1   0.0   2.6   2   0   0   2   2   2   2 -
3300016766_59010     -          aln                  -            7.3e-19   83.6   5.0    0.0022   34.0   0.1   4.1   3   2   0   3   3   3   2 -
3300032168_532584    -          aln                  -            7.6e-19   83.6   0.0   2.4e-06   43.5   0.0   2.5   2   0   0   2   2   2   2 -
3300034065_230560    -          aln                  -            7.8e-19   83.5   1.5       4.5   23.4   0.1   5.5   5   0   0   5   5   4   2 -
3300031750_60971     -          aln                  -            7.8e-19   83.5   1.2    0.0056   32.7   0.0   5.7   5   0   0   5   5   3   2 -
3300008033_67000     -          aln                  -              8e-19   83.5  19.0       1.1   25.4   0.0   8.4   8   0   0   8   8   5   3 -
3300012956_658959    -          aln                  -              8e-19   83.5  11.0        15   21.8   0.1   9.1   8   3   0   8   8   5   2 -
3300019007_585712    -          aln                  -            8.1e-19   83.5   0.6   1.7e-05   40.8   0.4   2.4   2   0   0   2   2   2   2 -
3300019023_71044     -          aln                  -            8.1e-19   83.5   0.0     0.047   29.7   0.0   3.5   3   0   0   3   3   3   3 -
3300018964_7345      -          aln                  -            8.2e-19   83.5   0.9    0.0011   35.0   0.0   5.8   5   0   0   5   5   3   2 -
3300012354_555837    -          aln                  -            8.6e-19   83.4   4.7   1.7e+02   18.3   0.0   7.2   5   3   0   5   5   5   1 -
3300032466_31584     -          aln                  -              9e-19   83.3   4.5        26   21.0   0.0   6.9   6   1   0   6   6   4   3 -
2508501067_1683      -          aln                  -              9e-19   83.3   0.6     0.071   29.2   0.0   6.8   5   1   0   5   5   3   2 -
3300018897_121614    -          aln                  -            9.1e-19   83.3  11.8      0.01   31.8   0.5   5.2   5   1   0   5   5   4   3 -
3300035521_936077    -          aln                  -            9.2e-19   83.3   1.8   1.4e-18   82.7   1.8   1.3   1   0   0   1   1   1   1 -
3300032734_50313     -          aln                  -            9.2e-19   83.3   1.8     0.024   30.7   0.1   3.5   3   0   0   3   3   3   3 -
3300008998_38288     -          aln                  -            9.2e-19   83.3   0.4    0.0043   33.1   0.0   3.9   3   1   0   3   3   3   3 -
3300032481_163455    -          aln                  -            9.2e-19   83.3   3.8        13   21.9   0.0   5.7   5   1   0   5   5   5   1 -
3300009392_50957     -          aln                  -            9.4e-19   83.3   4.8   0.00013   38.0   0.1   3.3   3   0   0   3   3   3   3 -
3300009738_129620    -          aln                  -            9.6e-19   83.2   0.5   2.6e-06   43.4   0.1   2.3   2   0   0   2   2   2   2 -
3300018897_37875     -          aln                  -            9.6e-19   83.2   1.5   1.6e-07   47.3   0.0   2.9   3   0   0   3   3   2   2 -
3300035089_92441     -          aln                  -              1e-18   83.1   1.3       3.5   23.7   0.1   5.4   4   3   0   4   4   4   2 -
3300001686_262181    -          aln                  -              1e-18   83.1   2.4   1.1e-06   44.6   0.1   3.0   3   0   0   3   3   2   2 -
3300032466_161260    -          aln                  -            1.1e-18   83.1   1.4      0.01   31.9   0.1   3.2   3   0   0   3   3   3   3 -
3300012370_101104    -          aln                  -            1.1e-18   83.0   0.0     0.011   31.7   0.0   5.2   4   0   0   4   4   4   2 -
3300008832_454936    -          aln                  -            1.1e-18   83.0   0.0   4.1e-06   42.8   0.0   4.1   4   0   0   4   4   2   2 -
3300020070_2205745   -          aln                  -            1.1e-18   83.0   0.8   0.00074   35.5   0.0   3.6   4   0   0   4   4   3   2 -
3300018943_123388    -          aln                  -            1.2e-18   82.9   0.2   5.1e-08   48.9   0.0   2.3   2   0   0   2   2   2   2 -
3300019006_6372      -          aln                  -            1.2e-18   82.9   0.0   2.3e-06   43.6   0.0   2.4   2   0   0   2   2   2   2 -
3300009031_146938    -          aln                  -            1.2e-18   82.9  11.0    0.0073   32.3   0.3   5.7   5   0   0   5   5   4   2 -
3300031231_29941374  -          aln                  -            1.3e-18   82.8  44.5   6.1e+02   16.6   1.3   9.0   8   1   1   9   9   7   0 -
3300019028_44935     -          aln                  -            1.4e-18   82.8   1.3   0.00061   35.8   0.0   3.3   3   0   0   3   3   3   3 -
3300020057_312897    -          aln                  -            1.4e-18   82.7   3.1        66   19.7   0.2   6.9   5   5   0   5   5   5   2 -
3300009757_34947     -          aln                  -            1.4e-18   82.7   0.1   9.1e-08   48.1   0.0   2.6   3   0   0   3   3   2   2 -
3300015360_986502    -          aln                  -            1.4e-18   82.7   3.7        22   21.2   0.0   7.4   6   2   0   6   6   5   1 -
3300012394_230833    -          aln                  -            1.4e-18   82.7   0.2   6.9e-06   42.0   0.0   3.4   3   0   0   3   3   2   2 -
3300036500_16809     -          aln                  -            1.5e-18   82.7   0.8   2.3e-09   53.2   0.2   2.9   2   1   0   2   2   2   2 -
3300009185_184991    -          aln                  -            1.5e-18   82.7  18.6   1.3e+02   18.7   0.1   9.2   8   1   0   8   8   5   1 -
3300008998_378940    -          aln                  -            1.5e-18   82.6   1.0     5e-07   45.7   0.0   3.5   3   1   0   3   3   3   2 -
3300032514_112096    -          aln                  -            1.5e-18   82.6   0.5   2.4e-05   40.3   0.1   4.0   4   0   0   4   4   3   2 -
3300021313_103849    -          aln                  -            1.5e-18   82.6   2.1   2.2e-05   40.4   0.0   3.6   3   0   0   3   3   2   2 -
3300025683_94594     -          aln                  -            1.6e-18   82.6  13.3     0.022   30.8   0.5   4.3   4   1   0   4   4   3   3 -
3300031236_825276    -          aln                  -            1.6e-18   82.5  10.2        18   21.5   0.1   7.4   7   1   0   7   7   4   3 -
3300019016_12459     -          aln                  -            1.7e-18   82.5  11.7   1.4e-06   44.2   0.1   5.1   5   1   0   5   5   3   2 -
3300025708_48291     -          aln                  -            1.7e-18   82.5  21.4        98   19.1   0.0  11.8  10   5   0  10  10   6   1 -
3300018943_131621    -          aln                  -            1.7e-18   82.5   0.1   9.3e-07   44.8   0.0   2.1   2   0   0   2   2   2   2 -
3300029909_1332297   -          aln                  -            1.7e-18   82.5  27.1       5.5   23.1   0.0   8.6   8   3   0   8   8   6   2 -
3300012370_166459    -          aln                  -            1.7e-18   82.4   4.9    0.0041   33.2   0.1   5.4   7   0   0   7   7   3   3 -
3300022599_165414    -          aln                  -            1.7e-18   82.4   0.6      0.43   26.7   0.0   5.7   5   1   0   5   5   3   2 -
3300018941_5847      -          aln                  -            1.7e-18   82.4   8.9     0.095   28.8   0.1   6.7   6   1   0   6   6   3   3 -
3300032729_143099    -          aln                  -            1.8e-18   82.4   1.3     4e-06   42.8   0.0   3.5   3   0   0   3   3   3   2 -
3300033402_235905    -          aln                  -            1.8e-18   82.4   0.6        57   19.9   0.0   6.5   5   1   0   5   5   5   3 -
3300020076_150225    -          aln                  -            1.8e-18   82.4   0.0   8.9e-05   38.5   0.0   3.1   3   0   0   3   3   2   2 -
3300033402_1934638   -          aln                  -            1.8e-18   82.4   9.8      0.17   28.0   0.1   5.3   4   2   0   4   4   4   3 -
3300018924_149276    -          aln                  -            1.8e-18   82.4   0.1      0.21   27.7   0.0   3.3   3   0   0   3   3   3   3 -
3300032481_297483    -          aln                  -            1.8e-18   82.3   1.4   0.00073   35.5   0.0   4.1   3   2   0   3   3   3   2 -
3300025926_662351    -          aln                  -            1.9e-18   82.3   0.2      0.17   28.0   0.0   4.6   3   2   0   3   3   3   3 -
